HRU_ID,SubId_2
"212991",
"212991",
"212991",
"212991",
"212991",
"212438",
"212438",
"212438",
"212438",
"212438",
"212438",
"212438",
"212438",
"211885",
"211885",
"211885",
"211885",
"211885",
"211885",
"211885",
"211885",
"211332",
"211332",
"211332",
"211332",
"211332",
"211332",
"211332",
"211332",
"210779",
"210779",
"210779",
"210779",
"210779",
"210779",
"210779",
"210779",
"210226",
"210226",
"210226",
"210226",
"210226",
"210226",
"210226",
"210226",
"209673",
"209673",
"209673",
"209673",
"209673",
"209673",
"209673",
"209673",
"209120",
"209120",
"209120",
"209120",
"209120",
"209120",
"209120",
"209120",
"208567",
"208567",
"208567",
"208567",
"208567",
"208567",
"208567",
"208567",
"208014",
"208014",
"208014",
"208014",
"208014",
"208014",
"208014",
"208014",
"207461",
"207461",
"207461",
"207461",
"207461",
"207461",
"207461",
"207461",
"206908",
"206908",
"206908",
"206908",
"206908",
"206908",
"206908",
"206908",
"206355",
"206355",
"206355",
"206355",
"206355",
"206355",
"206355",
"206355",
"205802",
"205802",
"205802",
"205802",
"205802",
"205802",
"205802",
"205802",
"205249",
"205249",
"205249",
"205249",
"205249",
"205249",
"205249",
"205249",
"204696",
"204696",
"204696",
"204696",
"204696",
"204696",
"204696",
"204696",
"204143",
"204143",
"204143",
"204143",
"204143",
"204143",
"204143",
"204143",
"203590",
"203590",
"203590",
"203590",
"203590",
"203590",
"203590",
"203590",
"203037",
"203037",
"203037",
"203037",
"203037",
"203037",
"203037",
"203037",
"202484",
"202484",
"202484",
"202484",
"202484",
"202484",
"202484",
"202484",
"201931",
"201931",
"201931",
"201931",
"201931",
"201931",
"201931",
"201931",
"201378",
"201378",
"201378",
"201378",
"201378",
"201378",
"201378",
"201378",
"200825",
"200825",
"200825",
"200825",
"200825",
"200825",
"200825",
"200825",
"200272",
"200272",
"200272",
"200272",
"200272",
"200272",
"200272",
"200272",
"199719",
"199719",
"199719",
"199719",
"199719",
"199719",
"199719",
"199719",
"199166",
"199166",
"199166",
"199166",
"199166",
"199166",
"199166",
"199166",
"198613",
"198613",
"198613",
"198613",
"198613",
"198613",
"198613",
"198613",
"198060",
"198060",
"198060",
"198060",
"198060",
"198060",
"198060",
"198060",
"197507",
"197507",
"197507",
"197507",
"197507",
"197507",
"197507",
"197507",
"196954",
"196954",
"196954",
"196954",
"196954",
"196954",
"196954",
"196954",
"196401",
"196401",
"196401",
"196401",
"196401",
"196401",
"196401",
"196401",
"195848",
"195848",
"195848",
"195848",
"195848",
"195848",
"195848",
"195848",
"195295",
"195295",
"195295",
"195295",
"195295",
"195295",
"195295",
"195295",
"194742",
"194742",
"194742",
"194742",
"194742",
"194742",
"194742",
"194742",
"194189",
"194189",
"194189",
"194189",
"194189",
"194189",
"194189",
"194189",
"193636",
"193636",
"193636",
"193636",
"193636",
"193636",
"193636",
"193636",
"193083",
"193083",
"193083",
"193083",
"193083",
"193083",
"193083",
"193083",
"192530",
"192530",
"192530",
"192530",
"192530",
"192530",
"192530",
"192530",
"191977",
"191977",
"191977",
"191977",
"191977",
"191977",
"191977",
"191977",
"191424",
"191424",
"191424",
"191424",
"191424",
"191424",
"191424",
"191424",
"190871",
"190871",
"190871",
"190871",
"190871",
"190871",
"190871",
"190871",
"187553",
"187553",
"187553",
"187553",
"187553",
"187553",
"187553",
"187553",
"187000",
"187000",
"187000",
"187000",
"187000",
"187000",
"187000",
"187000",
"186447",
"186447",
"186447",
"186447",
"186447",
"186447",
"186447",
"186447",
"216863",
"216863",
"216863",
"216863",
"216863",
"216863",
"216863",
"216863",
"216310",
"216310",
"216310",
"216310",
"216310",
"216310",
"216310",
"216310",
"215757",
"215757",
"215757",
"215757",
"215757",
"215757",
"215757",
"215757",
"215204",
"215204",
"215204",
"215204",
"215204",
"215204",
"215204",
"215204",
"214651",
"214651",
"214651",
"214651",
"214651",
"214651",
"214651",
"214651",
"214098",
"214098",
"214098",
"214098",
"214098",
"214098",
"214098",
"214098",
"213545",
"213545",
"213545",
"213545",
"213545",
"213545",
"213545",
"213545",
"212992",
"212992",
"212992",
"212992",
"212992",
"212992",
"212992",
"212992",
"212439",
"212439",
"212439",
"212439",
"212439",
"212439",
"212439",
"212439",
"211886",
"211886",
"211886",
"211886",
"211886",
"211886",
"211886",
"211886",
"211333",
"211333",
"211333",
"211333",
"211333",
"211333",
"211333",
"211333",
"210780",
"210780",
"210780",
"210780",
"210780",
"210780",
"210780",
"210780",
"210227",
"210227",
"210227",
"210227",
"210227",
"210227",
"210227",
"210227",
"209674",
"209674",
"209674",
"209674",
"209674",
"209674",
"209674",
"209674",
"209121",
"209121",
"209121",
"209121",
"209121",
"209121",
"209121",
"209121",
"208568",
"208568",
"208568",
"208568",
"208568",
"208568",
"208568",
"208568",
"208015",
"208015",
"208015",
"208015",
"208015",
"208015",
"208015",
"208015",
"207462",
"207462",
"207462",
"207462",
"207462",
"207462",
"207462",
"207462",
"206909",
"206909",
"206909",
"206909",
"206909",
"206909",
"206909",
"206909",
"206356",
"206356",
"206356",
"206356",
"206356",
"206356",
"206356",
"206356",
"205803",
"205803",
"205803",
"205803",
"205803",
"205803",
"205803",
"205803",
"205250",
"205250",
"205250",
"205250",
"205250",
"205250",
"205250",
"205250",
"204697",
"204697",
"204697",
"204697",
"204697",
"204697",
"204697",
"204697",
"204144",
"204144",
"204144",
"204144",
"204144",
"204144",
"204144",
"204144",
"203591",
"203591",
"203591",
"203591",
"203591",
